"icao","iata","name","city","subd","country","elevation","lat","lon","tz","lid"
"OEWJ","EJH","Al Wajh Domestic Airport","Al Wajh","Tabuk","SA","66","26.1986","36.4764","Asia/Riyadh",""
"OEYN","YNB","Yenbo Airport","","Al-Madinah-al-Munawwarah","SA","26","24.1442","38.0634","Asia/Riyadh",""
"OEZL","ZUL","Zilfi Airport","Zilfi","Ar-Riyaḑ","SA","1900","26.35","44.833","Asia/Riyadh",""
"OIAA","ABD","Abadan Airport","Abadan","Khuzestan","IR","10","30.3711","48.2283","Asia/Tehran",""
"OIAD","DEF","Dezful Airport","","Khuzestan","IR","474","32.4344","48.3976","Asia/Tehran",""
"OIAG","AKW","Aghajari Airport","","Khuzestan","IR","88","30.7444","49.6772","Asia/Tehran",""
"OIAH","GCH","Gachsaran Airport","","Kohgiluyeh-va-Buyer-Aḩmad","IR","2414","30.3376","50.828","Asia/Tehran",""
"OIAJ","OMI","Omidiyeh Airport","Omidiyeh","Khuzestan","IR","85","30.8352","49.5349","Asia/Tehran",""
"OIAM","MRX","Mahshahr Airport","","Khuzestan","IR","8","30.5562","49.1519","Asia/Tehran",""
"OIAW","AWZ","Ahwaz Airport","Ahwaz","Khuzestan","IR","66","31.3374","48.762","Asia/Tehran",""
"OIBA","AEU","Abumusa Island Airport","","Hormozgan","IR","23","25.8757","55.033","Asia/Tehran",""
"OIBB","BUZ","Bushehr Airport","Bushehr","Bushehr","IR","68","28.9448","50.8346","Asia/Tehran",""
"OIBH","IAQ","Bastak Airport","","Hormozgan","IR","1350","27.2127","54.3186","Asia/Tehran",""
"OIBI","AOY","Asaloyeh Airport","Asaloyeh","","IR","15","27.4814","52.6155","Asia/Tehran",""
"OIBJ","KNR","Jam Airport","Kangan","Bushehr","IR","2173","27.8205","52.3522","Asia/Tehran",""
"OIBK","KIH","Kish International Airport","Kish Island","Hormozgan","IR","101","26.5262","53.9802","Asia/Tehran",""
"OIBL","BDH","Bandar Lengeh Airport","Bandar Lengeh","Hormozgan","IR","67","26.532","54.8248","Asia/Tehran",""
"OIBP","PGU","Persian Gulf International Airport","Asalouyeh","Bushehr","IR","27","27.3796","52.7377","Asia/Tehran",""
"OIBQ","KHK","Khark Island Airport","","Bushehr","IR","17","29.2603","50.3239","Asia/Tehran",""
"OIBS","SXI","Sirri Island Airport","","Hormozgan","IR","43","25.9089","54.5394","Asia/Tehran",""
"OIBV","LVP","Lavan Island Airport","","Hormozgan","IR","76","26.8103","53.3563","Asia/Tehran",""
"OICC","KSH","Shahid Ashrafi Esfahani Airport","Kermanshah","Kermanshah","IR","4307","34.3459","47.1581","Asia/Tehran",""
"OICI","IIL","Ilam Airport","Ilam","Ilam","IR","4404","33.5866","46.4048","Asia/Tehran",""
"OICK","KHD","Khoram Abad Airport","","Lorestan","IR","3782","33.4354","48.2829","Asia/Tehran",""
"OICS","SDG","Sanandaj Airport","","Kordestan","IR","4522","35.2459","47.0092","Asia/Tehran",""
"OIFE","IFH","Hesa Airport","Hesa","Isfahan","IR","5256","32.9289","51.5611","Asia/Tehran",""
"OIFK","KKS","Kashan Airport","","Isfahan","IR","3465","33.8953","51.577","Asia/Tehran",""
"OIFM","IFN","Esfahan Shahid Beheshti International Airport","Isfahan","Isfahan","IR","5059","32.7508","51.8613","Asia/Tehran",""
"OIFS","CQD","Shahrekord Airport","Shahrekord","Chaharmahal-and-Bakhtiari","IR","6723","32.2972","50.8422","Asia/Tehran",""
"OIGG","RAS","Sardar-e-Jangal Airport","Rasht","Gilan","IR","-40","37.32333","49.61778","Asia/Tehran",""
"OIHH","HDM","Hamadan Airport","Hamadan","Hamadan","IR","5755","34.8692","48.5525","Asia/Tehran",""
"OIHR","AJK","Arak Airport","Araak","Markazi","IR","5440","34.1381","49.8473","Asia/Tehran",""
"OIHS","NUJ","Hamadan Air Base","Hamadan","Hamadan","IR","5609","35.2116","48.6534","Asia/Tehran",""
"OIIE","IKA","Imam Khomeini International Airport","Tehran","Tehran","IR","3305","35.4161","51.1522","Asia/Tehran",""
"OIII","THR","Mehrabad International Airport","Tehran","Tehran","IR","3962","35.6892","51.3134","Asia/Tehran",""
"OIIK","GZW","Qazvin Airport","Qazvin","Qazvin","IR","4184","36.2401","50.0471","Asia/Tehran",""
"OIIP","PYK","Payam Airport","","Alborz","IR","4170","35.7761","50.8267","Asia/Tehran",""
"OIIS","SNX","Semnan Airport","Semnan","Semnan","IR","3665","35.5911","53.4951","Asia/Tehran",""
"OIKB","BND","Bandar Abbas International Airport","Bandar Abbas","Hormozgan","IR","22","27.2183","56.3778","Asia/Tehran",""
"OIKJ","JYR","Jiroft Airport","","Kerman","IR","2663","28.7269","57.6703","Asia/Tehran",""
"OIKK","KER","Kerman Airport","Kerman","Kerman","IR","5741","30.2744","56.9511","Asia/Tehran",""
"OIKM","BXR","Bam Airport","","Kerman","IR","3231","29.0842","58.45","Asia/Tehran",""
"OIKP","HDR","Havadarya Airport","Havadarya","Hormozgan","IR","19","27.1583","56.1725","Asia/Tehran",""
"OIKQ","GSM","Dayrestan Airport","","Hormozgan","IR","45","26.7546","55.9024","Asia/Tehran",""
"OIKR","RJN","Rafsanjan Airport","","Kerman","IR","5298","30.2977","56.0511","Asia/Tehran",""
"OIKY","SYJ","Sirjan Airport","","Kerman","IR","5846","29.5509","55.6727","Asia/Tehran",""
"OIMB","XBJ","Birjand Airport","Birjand","Khorasan-e-Jonubi","IR","4952","32.8981","59.2661","Asia/Tehran",""
"OIMC","CKT","Sarakhs Airport","Sarakhs","Razavi-Khorasan","IR","945","36.5012","61.0649","Asia/Tehran",""
"OIMJ","RUD","Shahroud Airport","","Semnan","IR","4215","36.4253","55.1042","Asia/Tehran",""
"OIMM","MHD","Mashhad International Airport","Mashhad","Razavi-Khorasan","IR","3263","36.2352","59.641","Asia/Tehran",""
"OIMN","BJB","Bojnord Airport","Bojnord","Khorasan-e-Shomali","IR","3499","37.493","57.3082","Asia/Tehran",""
"OIMS","AFZ","Sabzevar National Airport","Sabzevar","Razavi-Khorasan","IR","3010","36.1681","57.5952","Asia/Tehran",""
"OIMT","TCX","Tabas Airport","Tabas","Yazd","IR","2312","33.6678","56.8927","Asia/Tehran",""
"OINE","KLM","Kalaleh Airport","","Mazandaran","IR","425","37.3833","55.452","Asia/Tehran",""
"OING","GBT","Gorgan Airport","Gorgan","Mazandaran","IR","-24","36.9094","54.4013","Asia/Tehran",""
"OINJ","BSM","Bishe Kola Air Base","Amol","Mazandaran","IR","-79","36.6551","52.3496","Asia/Tehran",""
"OINN","NSH","Noshahr Airport","","Mazandaran","IR","-61","36.6633","51.4647","Asia/Tehran",""
"OINR","RZR","Ramsar Airport","","Mazandaran","IR","-70","36.9099","50.6796","Asia/Tehran",""
"OINZ","SRY","Dasht-e Naz Airport","Sari","Mazandaran","IR","35","36.6358","53.1936","Asia/Tehran",""
"OISF","FAZ","Fasa Airport","Fasa","Fars","IR","4261","28.8918","53.7233","Asia/Tehran",""
"OISJ","JAR","Jahrom Airport","","Fars","IR","3358","28.5867","53.5791","Asia/Tehran",""
"OISL","LRR","Lar Airport","Lar","Fars","IR","2641","27.6747","54.3833","Asia/Tehran",""
"OISR","LFM","Lamerd Airport","Lamerd","Fars","IR","1337","27.3727","53.1888","Asia/Tehran",""
"OISS","SYZ","Shiraz Shahid Dastghaib International Airport","Shiraz","Fars","IR","4920","29.5392","52.5898","Asia/Tehran",""
"OISY","YES","Yasouj Airport","","Kohgiluyeh-va-Buyer-Aḩmad","IR","5939","30.7005","51.5451","Asia/Tehran",""
"OITK","KHY","Khoy Airport","Khoy","Az̄arbayjan-e-Gharbi","IR","3981","38.4275","44.9736","Asia/Tehran",""
"OITL","ADU","Ardabil Airport","Ardabil","Ardabil","IR","4315","38.3257","48.4244","Asia/Tehran",""
"OITM","ACP","Sahand Airport","Maragheh","East Azerbaijan","IR","4396","37.348","46.1279","Asia/Tehran",""
"OITP","PFQ","Parsabade Moghan Airport","Parsabad","Ardabil","IR","251","39.6036","47.8815","Asia/Tehran",""
"OITR","OMH","Urmia Airport","Urmia","Az̄arbayjan-e-Gharbi","IR","4343","37.6681","45.0687","Asia/Tehran",""
"OITT","TBZ","Tabriz International Airport","Tabriz","East Azerbaijan","IR","4459","38.1339","46.235","Asia/Tehran",""
"OITU","IMQ","Makou Airport","Makou","Az̄arbayjan-e-Gharbi","IR","0","39.33","44.43","Asia/Tehran",""
"OITZ","JWN","Zanjan Airport","","Zanjan","IR","5382","36.7737","48.3594","Asia/Tehran",""
"OIYY","AZD","Shahid Sadooghi Airport","Yazd","Yazd","IR","4054","31.9049","54.2765","Asia/Tehran",""
"OIZB","ACZ","Zabol Airport","","Sistan-and-Baluchestan","IR","1628","31.0983","61.5439","Asia/Tehran",""
"OIZC","ZBR","Konarak Airport","Chabahar","Sistan-and-Baluchestan","IR","43","25.4433","60.3821","Asia/Tehran",""
"OIZH","ZAH","Zahedan International Airport","Zahedan","Sistan-and-Baluchestan","IR","4564","29.4757","60.9062","Asia/Tehran",""
"OIZI","IHR","Iran Shahr Airport","","Sistan-and-Baluchestan","IR","2040","27.2361","60.72","Asia/Tehran",""
"OJAI","AMM","Queen Alia International Airport","Amman","Amman","JO","2395","31.7226","35.9932","Asia/Amman",""
"OJAM","ADJ","Amman-Marka International Airport","Amman","Amman","JO","2555","31.9727","35.9916","Asia/Amman",""
"OJAQ","AQJ","Aqaba King Hussein International Airport","Aqaba","Aqaba","JO","175","29.6116","35.0181","Asia/Amman",""
"OJMF","OMF","King Hussein Air College","Mafraq","Mafraq","JO","2240","32.3564","36.2592","Asia/Amman",""
"OKAJ","XIJ","Ahmed Al Jaber Air Base","Ahmed Al Jaber AB","","KW","409","28.9348","47.7919","Asia/Kuwait",""
"OKKK","KWI","Kuwait International Airport","Kuwait City","","KW","206","29.22677","47.97995","Asia/Kuwait",""
"OLBA","BEY","Beirut Rafic Hariri International Airport","Beirut","Mont-Liban","LB","87","33.8209","35.4884","Asia/Beirut",""
"OLKA","KYE","Rene Mouawad Air Base","Tripoli","Liban-Nord","LB","75","34.5893","36.0113","Asia/Beirut",""
"OMAA","AUH","Abu Dhabi International Airport","Abu Dhabi","Abu Dhabi","AE","88","24.433","54.6511","Asia/Dubai",""
"OMAD","AZI","Al Bateen Executive Airport","Abu Dhabi","Abu Dhabi","AE","16","24.4283","54.4581","Asia/Dubai",""
"OMAL","AAN","Al Ain International Airport","Al Ain","Abu Dhabi","AE","869","24.2617","55.6092","Asia/Dubai",""
"OMAM","DHF","Abu Dhabi-Al Dhafra AB Airport","Al Bihouth","Abu Dhabi","AE","77","24.2482","54.5477","Asia/Dubai",""
"OMDB","DXB","Dubai International Airport","Dubai","Dubai","AE","34","25.2528","55.3644","Asia/Dubai",""
"OMDM","NHD","Al Minhad Air Base","Dubai","Dubai","AE","165","25.0268","55.3662","Asia/Dubai",""
"OMDW","DWC","Al Maktoum International Airport","Jebel Ali","Dubai","AE","114","24.89667","55.16139","Asia/Dubai",""
"OMFJ","FJR","Fujairah International Airport","","Al-Fujayrah","AE","152","25.1122","56.324","Asia/Dubai",""
"OMRK","RKT","Ras Al Khaimah International Airport","Ras Al Khaimah","Raʼs-al-Khaymah","AE","102","25.6135","55.9388","Asia/Dubai",""
"OMSJ","SHJ","Sharjah International Airport","Sharjah","Ash-Shariqah","AE","111","25.3286","55.5172","Asia/Dubai",""
"OOBR","RMB","Buraimi Airport","Buraimi","Al-Buraimi","OM","970","24.233","55.783","Asia/Muscat",""
"OODQ","DQM","Duqm International Airport","Duqm","Duqm","OM","383","19.5019","57.6342","Asia/Muscat",""
"OOFD","FAU","Fahud Airport","Fahud","Az̧-Z̧ahirah","OM","552","22.35476","56.48415","Asia/Muscat",""
"OOGB","RNM","Qarn Alam Airport","Ghaba","Al-Wusţa","OM","443","21.383","57.05","Asia/Muscat",""
"OOKB","KHS","Khasab Air Base","Khasab","Musandam","OM","100","26.171","56.2406","Asia/Muscat",""
"OOLK","LKW","Lekhwair Airport","","Az̧-Z̧ahirah","OM","354","22.80498","55.37337","Asia/Muscat",""
"OOMA","MSH","Masirah Air Base","Masirah","Southeastern Governorate","OM","64","20.6754","58.8905","Asia/Muscat",""
"OOMS","MCT","Muscat International Airport","Muscat","Muscat","OM","48","23.5933","58.2844","Asia/Muscat",""
"OOMX","OMM","Marmul Airport","Marmul","Dhofar","OM","925","18.136","55.1821","Asia/Muscat",""
"OORQ","MNH","Rustaq Airport","Al Muladdah","Al-Batinah-South","OM","349","23.64056","57.4875","Asia/Muscat",""
"OOSA","SLL","Salalah Airport","Salalah","Dhofar","OM","73","17.0387","54.0913","Asia/Muscat",""
"OOSH","OHS","Sohar Airport","Sohar","Al-Batinah-North","OM","105","24.46417","56.62833","Asia/Muscat",""
"OOSR","SUH","Sur Airport","Sur","Southeastern Governorate","OM","20","22.533","59.483","Asia/Muscat",""
"OOTH","TTH","Thumrait Air Base","Thumrait","Dhofar","OM","1570","17.666","54.0246","Asia/Muscat",""
"OPAB","AAW","Abbottabad Airport","Abbottabad","Khyber-Pakhtunkhwa","PK","4072","34.2","73.25","Asia/Karachi",""
"OPBG","BHW","Bhagatanwala Airport","Bhagatanwala","Punjab","PK","600","32.0561","72.9484","Asia/Karachi",""
"OPBN","BNP","Bannu Airport","Bannu","Khyber-Pakhtunkhwa","PK","1325","32.9729","70.5279","Asia/Karachi",""
"OPBR","WGB","Bahawalnagar Airport","Bahawalnagar","Punjab","PK","500","29.9463","73.2491","Asia/Karachi",""
"OPBW","BHV","Bahawalpur Airport","Bahawalpur","Punjab","PK","392","29.3481","71.718","Asia/Karachi",""
"OPCH","CJL","Chitral Airport","Chitral","Khyber-Pakhtunkhwa","PK","4920","35.8866","71.8006","Asia/Karachi",""
"OPCL","CHB","Chilas Airport","Chilas","Gilgit-Baltistan","PK","4146","35.4267","74.0817","Asia/Karachi",""
"OPDB","DBA","Dalbandin Airport","Dalbandin","Balochistan","PK","2800","28.8783","64.3998","Asia/Karachi",""
"OPDD","DDU","Dadu Airport","Dadu","Sindh","PK","121","26.5545","67.6746","Asia/Karachi",""
"OPDG","DEA","Dera Ghazi Khan Airport","Dera Ghazi Khan","Punjab","PK","492","29.961","70.4859","Asia/Karachi",""
"OPDI","DSK","Dera Ismael Khan Airport","Dera Ismael Khan","Khyber-Pakhtunkhwa","PK","594","31.9094","70.8966","Asia/Karachi",""
"OPFA","LYP","Faisalabad International Airport","Faisalabad","Punjab","PK","591","31.365","72.9948","Asia/Karachi",""
"OPGD","GWD","Gwadar International Airport","Gwadar","Balochistan","PK","36","25.2333","62.3295","Asia/Karachi",""
"OPGT","GIL","Gilgit Airport","Gilgit","Gilgit-Baltistan","PK","4796","35.9188","74.3336","Asia/Karachi",""
"OPIS","ISB","Islamabad International Airport","Islamabad","Punjab","PK","1761","33.54908","72.82565","Asia/Karachi",""
"OPJA","JAG","Shahbaz Air Base","Jacobabad","Sindh","PK","185","28.2842","68.4497","Asia/Karachi",""
"OPJI","JIW","Jiwani Airport","Jiwani","Balochistan","PK","186","25.0678","61.8054","Asia/Karachi",""
"OPKC","KHI","Jinnah International Airport","Karachi","Sindh","PK","100","24.9065","67.1608","Asia/Karachi",""
"OPKD","HDD","Hyderabad Airport","Hyderabad","Sindh","PK","130","25.3181","68.3661","Asia/Karachi",""
"OPKH","KDD","Khuzdar Airport","Khuzdar","Balochistan","PK","4012","27.7906","66.6473","Asia/Karachi",""
"OPKT","OHT","Kohat Airport","Kohat","Khyber-Pakhtunkhwa","PK","1650","33.57","71.44","Asia/Karachi",""
"OPLA","LHE","Alama Iqbal International Airport","Lahore","Punjab","PK","712","31.5216","74.4036","Asia/Karachi",""
"OPLL","LRG","Loralai Airport","Loralai","Balochistan","PK","4631","30.3555","68.6135","Asia/Karachi",""
"OPMA","XJM","Mangla Airport","Mangla","Punjab","PK","902","33.0501","73.6384","Asia/Karachi",""
"OPMF","MFG","Muzaffarabad Airport","Muzaffarabad","Azad-Kashmir","PK","2691","34.339","73.5086","Asia/Karachi",""
"OPMI","MWD","Mianwali Air Base","Mianwali","Punjab","PK","690","32.5631","71.5707","Asia/Karachi",""
"OPMJ","MJD","Moenjodaro Airport","Moenjodaro","Sindh","PK","154","27.3352","68.1431","Asia/Karachi",""
"OPMP","MPD","Sindhri Tharparkar Airport","Sindhri","Sindh","PK","51","25.6828","69.0728","Asia/Karachi",""
"OPMT","MUX","Multan International Airport","Multan","Punjab","PK","403","30.2032","71.4191","Asia/Karachi",""
"OPNH","WNS","Nawabshah Airport","Nawabash","Sindh","PK","95","26.2194","68.3901","Asia/Karachi",""
"OPNK","NHS","Nushki Airport","Nushki","Balochistan","PK","3200","29.539","66.0233","Asia/Karachi",""
"OPOR","ORW","Ormara Airport","Ormara Raik","Balochistan","PK","10","25.2747","64.586","Asia/Karachi",""
"OPPC","PAJ","Parachinar Airport","Parachinar","FATA","PK","5800","33.9021","70.0716","Asia/Karachi",""
"OPPG","PJG","Panjgur Airport","Panjgur","Balochistan","PK","3289","26.9545","64.1325","Asia/Karachi",""
"OPPI","PSI","Pasni Airport","Pasni","Balochistan","PK","33","25.2905","63.3451","Asia/Karachi",""
"OPPS","PEW","Peshawar International Airport","Peshawar","Khyber-Pakhtunkhwa","PK","1158","33.9939","71.5146","Asia/Karachi",""
"OPQT","UET","Quetta International Airport","Quetta","Balochistan","PK","5267","30.2514","66.9378","Asia/Karachi",""
"OPRK","RYK","Shaikh Zaid Airport","Rahim Yar Khan","Punjab","PK","271","28.3839","70.2796","Asia/Karachi",""
"OPRT","RAZ","Rawalakot Airport","Rawalakot","Azad-Kashmir","PK","5479","33.8497","73.7981","Asia/Karachi",""
"OPSB","SBQ","Sibi Airport","Sibi","Balochistan","PK","436","29.5712","67.8479","Asia/Karachi",""
"OPSD","KDU","Skardu Airport","Skardu","Gilgit-Baltistan","PK","7316","35.3355","75.536","Asia/Karachi",""
"OPSK","SKZ","Sukkur Airport","Mirpur Khas","Sindh","PK","196","27.722","68.7917","Asia/Karachi",""
"OPSN","SYW","Sehwan Sharif Airport","Sehwan Sharif","Sindh","PK","121","26.4731","67.7172","Asia/Karachi",""
"OPSR","SGI","Mushaf Air Base","Sargodha","Punjab","PK","614","32.0486","72.665","Asia/Karachi",""
"OPSS","SDT","Saidu Sharif Airport","Saidu Sharif","Khyber-Pakhtunkhwa","PK","3183","34.8136","72.3528","Asia/Karachi",""
"OPST","SKT","Sialkot Airport","Sialkot","Punjab","PK","837","32.53556","74.36389","Asia/Karachi",""
"OPSU","SUL","Sui Airport","Sui","Balochistan","PK","763","28.6451","69.1769","Asia/Karachi",""
"OPSW","SWN","Sahiwal Airport","Sahiwal","Punjab","PK","570","31.88944","72.39167","Asia/Karachi",""
"OPTA","TLB","Tarbela Dam Airport","Tarbela","Khyber-Pakhtunkhwa","PK","1114","33.9861","72.6114","Asia/Karachi",""
"OPTH","BDN","Talhar Airport","Badin","Sindh","PK","28","24.8415","68.8384","Asia/Karachi",""
"OPTT","TFT","Taftan Airport","Taftan","Balochistan","PK","2742","28.9642","61.5954","Asia/Karachi",""
"OPTU","TUK","Turbat International Airport","Turbat","Balochistan","PK","498","25.9864","63.0302","Asia/Karachi",""
"OPWN","WAF","Wana Airport","Waana","FATA","PK","4550","32.3047","69.5704","Asia/Karachi",""
"OPZB","PZH","Zhob Airport","Fort Sandeman","Balochistan","PK","4728","31.3584","69.4636","Asia/Karachi",""
"ORAA","IQA","Al Asad Air Base","Hit","Anbar","IQ","618","33.7856","42.4412","Asia/Baghdad",""
"ORAT","TQD","Al Taqaddum Air Base","Al Habbaniyah","Anbar","IQ","275","33.3381","43.5971","Asia/Baghdad",""
"ORBB","BMN","Bamarni Airport","Bamarni","Dahuk","IQ","3455","37.0988","43.2666","Asia/Baghdad",""
"ORBI","BGW","Baghdad International Airport","Baghdad","Baghdad","IQ","114","33.2625","44.2346","Asia/Baghdad",""
"ORBM","OSB","Mosul International Airport","Mosul","Ninawa","IQ","719","36.3058","43.1474","Asia/Baghdad",""
"ORER","EBL","Erbil International Airport","Arbil","Arbil","IQ","1341","36.2376","43.9632","Asia/Baghdad",""
"ORKK","KIK","Kirkuk Air Base","Kirkuk","Kirkuk","IQ","1061","35.4695","44.3489","Asia/Baghdad",""
"ORMM","BSR","Basrah International Airport","Basrah","Basra","IQ","11","30.5491","47.6621","Asia/Baghdad",""
"ORNI","NJF","Al Najaf International Airport","Najaf","Najaf Governorate","IQ","103","31.98972","44.40417","Asia/Baghdad",""
"ORQW","RQW","Qayyarah West Airport","Qayyarah","Ninawa","IQ","749","35.7672","43.1251","Asia/Baghdad",""
"ORSU","ISU","Sulaymaniyah International Airport","Sulaymaniyah","As-Sulaymaniyah","IQ","2494","35.56175","45.31674","Asia/Baghdad",""
"OSAP","ALP","Aleppo International Airport","Aleppo","Aleppo","SY","1276","36.1807","37.2244","Asia/Damascus",""
"OSDI","DAM","Damascus International Airport","Damascus","Rif-dimashq","SY","2020","33.4115","36.5156","Asia/Damascus",""
"OSDZ","DEZ","Deir ez-Zor Airport","Deir ez-Zor","Deir-ez-Zor","SY","700","35.2854","40.176","Asia/Damascus",""
"OSKL","KAC","Kamishly Airport","Kamishly","Al-Hasakah","SY","1480","37.0206","41.1914","Asia/Damascus",""
"OSLK","LTK","Bassel Al-Assad International Airport","Latakia","Latakia","SY","157","35.4011","35.9487","Asia/Damascus",""
"OSPR","PMS","Palmyra Airport","","Homs","SY","1322","34.5574","38.3169","Asia/Damascus",""
"OTBD","DIA","Doha International Airport","Doha","Baladiyat-ad-Dawḩah","QA","35","25.2611","51.5651","Asia/Qatar",""
"OTBH","IUD","Al Udeid Air Base","Ar Rayyan","Baladiyat-ar-Rayyan","QA","130","25.1173","51.315","Asia/Qatar",""
"OTHH","DOH","Hamad International Airport","Doha","Baladiyat-ad-Dawḩah","QA","13","25.26059","51.61377","Asia/Qatar",""
"OYAA","ADE","Aden International Airport","Aden","Aden","YE","7","12.8295","45.0288","Asia/Aden",""
"OYAT","AXK","Ataq Airport","","Shabwah","YE","3735","14.5513","46.8262","Asia/Aden",""
"OYBI","BYD","Al-Bayda Airport","Al-Bayda","Al-Bayda-Governorate","YE","6120","13.967","45.583","Asia/Aden",""
"OYBN","BHN","Beihan Airport","","Shabwah","YE","3800","14.782","45.7201","Asia/Aden",""
"OYGD","AAY","Al Ghaidah International Airport","","Al-Mahrah","YE","134","16.1917","52.175","Asia/Aden",""
"OYHD","HOD","Hodeidah International Airport","Hodeida","Al-Hudaydah","YE","41","14.753","42.9763","Asia/Aden",""
"OYMB","MYN","Mareb Airport","Mareb","Ma’rib","YE","3300","15.4692","45.3269","Asia/Aden",""
"OYQN","IHN","Qishn Airport","Qishn","Al-Mahrah","YE","98","15.417","51.683","Asia/Aden",""
"OYRN","RIY","Mukalla International Airport","Riyan","Muḩafaz̧at-Ḩaḑramawt","YE","54","14.6626","49.375","Asia/Aden",""
"OYSH","SYE","Sadah Airport","Sadah","Sa‘dah","YE","5938","16.967","43.733","Asia/Aden",""
"OYSN","SAH","Sana'a International Airport","Sana'a","Amanat-Al-Asimah","YE","7216","15.4763","44.2197","Asia/Aden",""
"OYSQ","SCT","Socotra International Airport","Socotra Islands","Soqatra","YE","146","12.6307","53.9058","Asia/Aden",""
"OYSY","GXF","Sayun International Airport","Sayun","Muḩafaz̧at-Ḩaḑramawt","YE","2097","15.9661","48.7883","Asia/Aden",""
"OYTZ","TAI","Ta'izz International Airport","Ta'izz","Ta‘izz","YE","4838","13.686","44.1391","Asia/Aden",""
"PAAK","AKB","Atka Airport","Atka","Alaska","US","55.2","52.22058","-174.20619","America/Adak","AKA"
"PAAL","PML","Port Moller Airport","Cold Bay","Alaska","US","20","56.00599","-160.56079","America/Anchorage","1AK3"
"PAAQ","PAQ","Warren ""Bud"" Woods Palmer Municipal Airport","Palmer","Alaska","US","248.6","61.59492","-149.08871","America/Anchorage","PAQ"
"PAAT","ATU","Casco Cove Cgs Airport","Attu","Alaska","US","88","52.83254","173.17555","America/Adak","ATU"
"PABA","BTI","Barter Island Airport","Barter Island","Alaska","US","55.1","70.11311","-143.65361","America/Anchorage","BTI"
"PABE","BET","Bethel Airport","Bethel","Alaska","US","128.8","60.77856","-161.83717","America/Anchorage","BET"
"PABG","BVU","Beluga Airport","Beluga","Alaska","US","87.2","61.17296","-151.04543","America/Anchorage","BLG"
"PABI","BIG","Allen Army Air Field","Delta Junction Ft Greely","Alaska","US","1285.2","63.99517","-145.72006","America/Anchorage","BIG"
"PABL","BKC","Buckland Airport","Buckland","Alaska","US","29","65.98156","-161.14914","America/Anchorage","BVK"
"PABM","BMX","Big Mountain Airport","Big Mountain","Alaska","US","663","59.36125","-155.25882","America/Anchorage","37AK"
"PABR","BRW","Wiley Post-Will Rogers Memorial Airport","Utqiagvik","Alaska","US","48.9","71.28486","-156.76859","America/Anchorage","BRW"
"PABT","BTT","Bettles Airport","Bettles","Alaska","US","647.3","66.91394","-151.52905","America/Anchorage","BTT"
"PACD","CDB","Cold Bay Airport","Cold Bay","Alaska","US","99.5","55.20592","-162.72626","America/Anchorage","CDB"
"PACE","CEM","Central Airport","Central","Alaska","US","936.8","65.57394","-144.78088","America/Anchorage","CEM"
"PACH","CHU","Chuathbaluk Airport","Chuathbaluk","Alaska","US","243.7","61.57906","-159.21564","America/Anchorage","9A3"
"PACI","CIK","Chalkyitsik Airport","Chalkyitsik","Alaska","US","548.5","66.64503","-143.73988","America/Anchorage","CIK"
"PACJ","CKD","Crooked Creek Airport","Crooked Creek","Alaska","US","177.2","61.87112","-158.13795","America/Anchorage","CJX"
"PACK","CYF","Chefornak Airport","Chefornak","Alaska","US","54.1","60.13681","-164.27905","America/Anchorage","CFK"
"PACM","SCM","Scammon Bay Airport","Scammon Bay","Alaska","US","22","61.84454","-165.57375","America/Anchorage","SCM"
"PACR","IRC","Circle City Airport","Circle","Alaska","US","613.2","65.82792","-144.0762","America/Anchorage","CRC"
"PACS","WSF","Cape Sarichef Airport","Cape Sarichef","Alaska","US","291","54.58243","-164.91447","America/Nome","26AK"
"PACV","CDV","Merle K (Mudhole) Smith Airport","Cordova","Alaska","US","53","60.49164","-145.47755","America/Anchorage","CDV"
"PACX","CXF","Coldfoot Airport","Coldfoot","Alaska","US","1049.1","67.25217","-150.2039","America/Anchorage","CXF"
"PACZ","CZF","Cape Romanzof Lrrs Airport","Cape Romanzof","Alaska","US","467","61.78102","-166.03958","America/Anchorage","CZF"
"PADE","DRG","Deering Airport","Deering","Alaska","US","29.9","66.06911","-162.76706","America/Anchorage","DEE"
"PADG","RDB","Red Dog Airport","Red Dog","Alaska","US","969","68.03211","-162.89919","America/Nome","DGG"
"PADK","ADK","Adak Airport","Adak Island","Alaska","US","19.5","51.88358","-176.64249","America/Adak","ADK"
"PADL","DLG","Dillingham Airport","Dillingham","Alaska","US","82","59.04467","-158.5055","America/Anchorage","DLG"
"PADM","MLL","Marshall Don Hunter Sr Airport","Marshall","Alaska","US","115.3","61.86417","-162.02611","America/Nome","MDM"
"PADQ","ADQ","Kodiak Airport","Kodiak","Alaska","US","78.7","57.74979","-152.49394","America/Anchorage","ADQ"
"PADU","DUT","Unalaska Airport","Unalaska","Alaska","US","23.3","53.89894","-166.54503","America/Anchorage","DUT"
"PADY","KKH","Kongiganak Airport","Kongiganak","Alaska","US","32.7","59.96163","-162.88058","America/Anchorage","DUY"
"PAED","EDF","Elmendorf Afb Airport","Anchorage","Alaska","US","213","61.25135","-149.80653","America/Anchorage","EDF"
"PAEE","EEK","Eek Airport","Eek","Alaska","US","26.5","60.21369","-162.04388","America/Anchorage","EEK"
"PAEG","EAA","Eagle Airport","Eagle","Alaska","US","907.2","64.77808","-141.14961","America/Anchorage","EAA"
